"","regija","leto","kmetijske.kulture","povprecni.pridelek"
"2146","po",2014,"jabolka",36.8
"2147","po",2020,"breskve in nektarine",7.9
"2148","po",2015,"trave",5.6
"2149","po",2010,"travniki in pašniki",4.8
"2150","ce",2019,"psenica in pira",5.2
"2151","ce",2014,"oves",3.1
"2152","ce",2020,"koruza",7.7
"2153","ce",2015,"buce",1
"2154","ce",2010,"psenica in pira",4.7
"2155","ce",2016,"tritikala",5.1
"2156","ce",2011,"koruza",6.3
"2157","ce",2017,"krompir",23
"2158","ce",2012,"hmelj",1.1
"2159","ce",2018,"jecmen",3.9
"2160","ce",2013,"rz in sorzica",3.4
"2161","ce",2019,"koruza",45.6
"2162","ce",2014,"oljna ogrscica in repica",3.6
"2163","ce",2020,"psenica in pira",5.8
"2164","ce",2015,"oves",3.3
"2165","ce",2010,"koruza",40.7
"2166","ce",2016,"buce",1.1
"2167","ce",2011,"psenica in pira",4.8
"2168","ce",2017,"tritikala",4.6
"2169","ce",2012,"koruza",7.2
"2170","ce",2018,"krompir",21.3
"2171","ce",2013,"hmelj",0.9
"2172","ce",2019,"jecmen",4.1
"2173","ce",2014,"rz in sorzica",3.8
"2174","ce",2020,"koruza",50.7
"2175","ce",2015,"oljna ogrscica in repica",2.9
"2176","ce",2010,"jecmen",3.9
"2177","ce",2016,"oves",3
"2178","ce",2011,"koruza",40.7
"2179","ce",2017,"buce",0.8
"2180","ce",2012,"psenica in pira",5
"2181","ce",2018,"tritikala",3.8
"2182","ce",2013,"koruza",4.4
"2183","ce",2019,"krompir",18.4
"2184","ce",2014,"hmelj",1.7
"2185","ce",2020,"jecmen",4.9
"2186","ce",2015,"rz in sorzica",4.1
"2187","ce",2010,"krompir",22.7
"2188","ce",2016,"oljna ogrscica in repica",2.3
"2189","ce",2011,"jecmen",4.1
"2190","ce",2017,"oves",3.1
"2191","ce",2012,"koruza",36.7
"2192","ce",2018,"buce",1
"2193","ce",2013,"psenica in pira",4.6
"2194","ce",2019,"tritikala",4.5
"2195","ce",2014,"koruza",8.1
"2196","ce",2020,"krompir",28
"2197","ce",2015,"hmelj",1.4
"2198","ce",2010,"tritikala",4.5
"2199","ce",2016,"rz in sorzica",3.2
"2200","ce",2011,"krompir",23.6
"2201","ce",2017,"oljna ogrscica in repica",2.5
"2202","ce",2012,"jecmen",4
"2203","ce",2018,"oves",2.4
"2204","ce",2013,"koruza",26.1
"2205","ce",2019,"buce",0.8
"2206","ce",2014,"psenica in pira",5.2
"2207","ce",2020,"tritikala",5.5
"2208","ce",2015,"koruza",7.9
"2209","ce",2010,"buce",0.6
"2210","ce",2016,"hmelj",1.6
"2211","ce",2011,"tritikala",4.4
"2212","ce",2017,"rz in sorzica",3.8
"2213","ce",2012,"krompir",22.3
"2214","ce",2018,"oljna ogrscica in repica",2.1
"2215","ce",2013,"jecmen",4.3
"2216","ce",2019,"oves",2.9
"2217","ce",2014,"koruza",48.3
"2218","ce",2020,"buce",0.9
"2219","ce",2015,"psenica in pira",5.3
"2220","ce",2010,"oves",3.1
"2221","ce",2016,"koruza",8
"2222","ce",2011,"buce",1
"2223","ce",2017,"hmelj",1.3
"2224","ce",2012,"tritikala",4.4
"2225","ce",2018,"rz in sorzica",3
"2226","ce",2013,"krompir",16.5
"2227","ce",2019,"oljna ogrscica in repica",3
"2228","ce",2014,"jecmen",4.7
"2229","ce",2020,"oves",3.1
"2230","ce",2015,"koruza",49.3
"2231","ce",2010,"oljna ogrscica in repica",3.2
"2232","ce",2016,"psenica in pira",5
"2233","ce",2011,"oves",3.1
"2234","ce",2017,"koruza",5.2
"2235","ce",2012,"buce",0.8
"2236","ce",2018,"hmelj",1.9
"2237","ce",2013,"tritikala",4.7
"2238","ce",2019,"rz in sorzica",3.2
"2239","ce",2014,"krompir",25.1
"2240","ce",2020,"oljna ogrscica in repica",2.1
"2241","ce",2015,"jecmen",4.6
"2242","ce",2010,"rz in sorzica",3.2
"2243","ce",2016,"koruza",50.3
"2244","ce",2011,"oljna ogrscica in repica",3.1
"2245","ce",2017,"psenica in pira",4.8
"2246","ce",2012,"oves",3.1
"2247","ce",2018,"koruza",7.1
"2248","ce",2013,"buce",0.4
"2249","ce",2019,"hmelj",1.5
"2250","ce",2014,"tritikala",5.1
"2251","ce",2020,"rz in sorzica",3.9
"2252","ce",2015,"krompir",26.2
"2253","ce",2010,"hmelj",1.4
"2254","ce",2016,"jecmen",4.7
"2255","ce",2011,"rz in sorzica",3.2
"2256","ce",2017,"koruza",36.7
"2257","ce",2012,"oljna ogrscica in repica",2.7
"2258","ce",2018,"psenica in pira",4
"2259","ce",2013,"oves",2.7
"2260","ce",2019,"koruza",6.6
"2261","ce",2014,"buce",0.9
"2262","ce",2020,"hmelj",1.8
"2263","ce",2015,"tritikala",5.2
"2264","ce",2010,"koruza",6.9
"2265","ce",2016,"krompir",25.2
"2266","ce",2011,"hmelj",1.5
"2267","ce",2017,"jecmen",4.3
"2268","ce",2012,"rz in sorzica",3.2
"2269","ce",2018,"koruza",46.9
"2270","ce",2013,"oljna ogrscica in repica",2.7
"2271","ce",2019,"trave",8.4
"2272","ce",2014,"detelja",7.9
"2273","ce",2020,"travniki in pašniki",7.1
"2274","ce",2015,"jabolka",39.9
"2275","ce",2010,"trave",7.9
"2276","ce",2016,"trave",8.4
"2277","ce",2011,"travniki in pašniki",6.3
"2278","ce",2017,"grozdje",3.2
"2279","ce",2012,"breskve in nektarine",19
"2280","ce",2018,"trave",8.5
"2281","ce",2013,"lucerna",6.5
"2282","ce",2019,"belo zelje",21.3
"2283","ce",2020,"trave",8.7
"2284","ce",2015,"detelja",8.9
"2285","ce",2010,"belo zelje",25.6
"2286","ce",2016,"jabolka",5
"2287","ce",2011,"trave",7.1
"2288","ce",2017,"trave",6.8
"2289","ce",2012,"travniki in pašniki",5.1
"2290","ce",2018,"grozdje",8.3
"2291","ce",2013,"breskve in nektarine",13.2
"2292","ce",2019,"trave",8.7
"2293","ce",2014,"lucerna",8.4
"2294","ce",2020,"belo zelje",26.4
"2295","ce",2010,"trave",8
"2296","ce",2016,"detelja",8.8
"2297","ce",2011,"belo zelje",29
"2298","ce",2017,"jabolka",4.7
"2299","ce",2012,"trave",6.7
"2300","ce",2018,"trave",8.3
"2301","ce",2013,"travniki in pašniki",4.2
"2302","ce",2019,"grozdje",6.7
"2303","ce",2014,"breskve in nektarine",18.2
"2304","ce",2020,"trave",9.1
"2305","ce",2015,"lucerna",9
"2306","ce",2010,"grozdje",7.2
"2307","ce",2011,"trave",7.7
"2308","ce",2017,"detelja",7
"2309","ce",2012,"belo zelje",21
"2310","ce",2018,"jabolka",45.2
"2311","ce",2013,"trave",5.2
"2312","ce",2019,"trave",8.3
"2313","ce",2014,"travniki in pašniki",6.5
"2314","ce",2020,"grozdje",6.7
"2315","ce",2015,"breskve in nektarine",16.1
"2316","ce",2010,"trave",7.7
"2317","ce",2016,"lucerna",9.2
"2318","ce",2011,"grozdje",6.4
"2319","ce",2012,"trave",6.3
"2320","ce",2018,"detelja",8.9
"2321","ce",2013,"belo zelje",17.8
"2322","ce",2019,"jabolka",29.1
"2323","ce",2014,"trave",7.5
"2324","ce",2020,"trave",8.5
"2325","ce",2015,"travniki in pašniki",6.6
"2326","ce",2010,"jabolka",29.6
"2327","ce",2016,"breskve in nektarine",12.8
"2328","ce",2011,"trave",7.3
"2329","ce",2017,"lucerna",8.1
"2330","ce",2012,"grozdje",6.9
"2331","ce",2013,"trave",5.4
"2332","ce",2019,"detelja",9.1
"2333","ce",2014,"belo zelje",25.7
"2334","ce",2020,"jabolka",36.2
"2335","ce",2015,"trave",7.6
"2336","ce",2010,"detelja",8.9
"2337","ce",2016,"travniki in pašniki",6.9
"2338","ce",2011,"jabolka",26
"2339","ce",2017,"breskve in nektarine",6.3
"2340","ce",2012,"trave",5.1
"2341","ce",2018,"lucerna",9.7
"2342","ce",2013,"grozdje",5.6
"2343","ce",2014,"trave",8.1
"2344","ce",2020,"detelja",8.8
"2345","ce",2015,"belo zelje",29.2
"2346","ce",2016,"trave",7.7
"2347","ce",2011,"detelja",8.7
"2348","ce",2017,"travniki in pašniki",4.7
"2349","ce",2012,"jabolka",17.4
"2350","ce",2018,"breskve in nektarine",12.2
"2351","ce",2013,"trave",4.5
"2352","ce",2019,"lucerna",9.5
"2353","ce",2014,"grozdje",6
"2354","ce",2015,"trave",8.6
"2355","ce",2010,"lucerna",8.8
"2356","ce",2016,"belo zelje",28
"2357","ce",2017,"trave",5.3
"2358","ce",2012,"detelja",7.6
"2359","ce",2018,"travniki in pašniki",6.6
"2360","ce",2013,"jabolka",25.3
"2361","ce",2019,"breskve in nektarine",14.4
"2362","ce",2014,"trave",7.5
"2363","ce",2020,"lucerna",9.6
"2364","ce",2015,"grozdje",7.4
"2365","ce",2010,"breskve in nektarine",19.3
"2366","ce",2016,"trave",8.5
"2367","ce",2011,"lucerna",8.8
"2368","ce",2017,"belo zelje",23.4
"2369","ce",2018,"trave",8.6
"2370","ce",2013,"detelja",5.7
"2371","ce",2019,"travniki in pašniki",6.7
"2372","ce",2014,"jabolka",29.1
"2373","ce",2020,"breskve in nektarine",5
"2374","ce",2015,"trave",8.6
"2375","ce",2010,"travniki in pašniki",6.7
"2376","ce",2016,"grozdje",4.6
"2377","ce",2011,"breskve in nektarine",21.7
"2378","ce",2017,"trave",6.9
"2379","ce",2012,"lucerna",7.5
"2380","ce",2018,"belo zelje",26.3
"2381","slo",2010,"psenica in pira",4.8
"2382","slo",2016,"tritikala",4.7
"2383","slo",2011,"koruza",8.7
"2384","slo",2017,"krompir",24.4
"2385","slo",2012,"hmelj",1.2
"2386","slo",2018,"jecmen",4.2
"2387","slo",2013,"rz in sorzica",3.4
"2388","slo",2019,"koruza",47.4
"2389","slo",2014,"oljna ogrscica in repica",3.6
"2390","slo",2020,"psenica in pira",5.8
"2391","slo",2015,"oves",3.3
"2392","slo",2010,"koruza",44.1
"2393","slo",2016,"buce",0.8
"2394","slo",2011,"psenica in pira",5.2
"2395","slo",2017,"tritikala",4.6
"2396","slo",2012,"koruza",7.1
"2397","slo",2018,"krompir",25.9
"2398","slo",2013,"hmelj",1.1
"2399","slo",2019,"jecmen",4.8
"2400","slo",2014,"rz in sorzica",4.1
"2401","slo",2020,"koruza",52.2
"2402","slo",2015,"oljna ogrscica in repica",2.2
"2403","slo",2010,"jecmen",4.3
"2404","slo",2016,"oves",3.2
"2405","slo",2011,"koruza",46.5
"2406","slo",2017,"buce",0.6
"2407","slo",2012,"psenica in pira",5.4
"2408","slo",2018,"tritikala",4.2
"2409","slo",2013,"koruza",5.4
"2410","slo",2019,"krompir",23.6
"2411","slo",2014,"hmelj",1.8
"2412","slo",2020,"jecmen",5.5
"2413","slo",2015,"rz in sorzica",3.8
"2414","slo",2010,"krompir",24.5
"2415","slo",2016,"oljna ogrscica in repica",2.7
"2416","slo",2011,"jecmen",4.5
"2417","slo",2017,"oves",3.2
"2418","slo",2012,"koruza",39.4
"2419","slo",2018,"buce",0.8
"2420","slo",2013,"psenica in pira",4.4
"2421","slo",2019,"tritikala",4.6
"2422","slo",2014,"koruza",9.1
"2423","slo",2020,"krompir",30.3
"2424","slo",2015,"hmelj",1.5
"2425","slo",2010,"tritikala",4
"2426","slo",2016,"rz in sorzica",4.1
"2427","slo",2011,"krompir",26.4
"2428","slo",2017,"oljna ogrscica in repica",2.6
"2429","slo",2012,"jecmen",4.7
"2430","slo",2018,"oves",2.7
"2431","slo",2013,"koruza",30.3
"2432","slo",2019,"buce",0.6
"2433","slo",2014,"psenica in pira",5.2
"2434","slo",2020,"tritikala",5.1
"2435","slo",2015,"koruza",9
"2436","slo",2010,"buce",0.6
"2437","slo",2016,"hmelj",1.7
"2438","slo",2011,"tritikala",4.4
"2439","slo",2017,"rz in sorzica",4.1
"2440","slo",2012,"krompir",23.4
"2441","slo",2018,"oljna ogrscica in repica",2.3
"2442","slo",2013,"jecmen",4
"2443","slo",2019,"oves",3.3
"2444","slo",2014,"koruza",48
"2445","slo",2020,"buce",0.7
"2446","slo",2015,"psenica in pira",5.1
"2447","slo",2010,"oves",2.9
"2448","slo",2016,"koruza",9.5
"2449","slo",2011,"buce",0.7
"2450","slo",2017,"hmelj",1.4
"2451","slo",2012,"tritikala",4.4
"2452","slo",2018,"rz in sorzica",3.5
"2453","slo",2013,"krompir",18.8
"2454","slo",2019,"oljna ogrscica in repica",2.9
"2455","slo",2014,"jecmen",4.9
"2456","slo",2020,"oves",3.4
"2457","slo",2015,"koruza",49.4
"2458","slo",2010,"oljna ogrscica in repica",2.9
"2459","slo",2016,"psenica in pira",5.2
"2460","slo",2011,"oves",3.2
"2461","slo",2017,"koruza",7.1
"2462","slo",2012,"buce",0.6
"2463","slo",2018,"hmelj",1.8
"2464","slo",2013,"tritikala",3.6
"2465","slo",2019,"rz in sorzica",3.8
"2466","slo",2014,"krompir",26.9
"2467","slo",2020,"oljna ogrscica in repica",2.6
"2468","slo",2015,"jecmen",4.6
"2469","slo",2010,"rz in sorzica",3.4
"2470","slo",2016,"koruza",49.7
"2471","slo",2011,"oljna ogrscica in repica",2.9
"2472","slo",2017,"psenica in pira",5
"2473","slo",2012,"oves",3.2
"2474","slo",2018,"koruza",9.5
"2475","slo",2013,"buce",0.5
"2476","slo",2019,"hmelj",1.6
"2477","slo",2014,"tritikala",4.7
"2478","slo",2020,"rz in sorzica",4.1
"2479","slo",2015,"krompir",27.4
"2480","slo",2010,"hmelj",1.4
"2481","slo",2016,"jecmen",4.8
"2482","slo",2011,"rz in sorzica",3.5
"2483","slo",2017,"koruza",40.5
"2484","slo",2012,"oljna ogrscica in repica",3.2
"2485","slo",2018,"psenica in pira",4.4
"2486","slo",2013,"oves",2.6
"2487","slo",2019,"koruza",9.3
"2488","slo",2014,"buce",0.6
"2489","slo",2020,"hmelj",1.8
"2490","slo",2015,"tritikala",4.7
"2491","slo",2010,"koruza",8.5
"2492","slo",2016,"krompir",26.8
"2493","slo",2011,"hmelj",1.6
"2494","slo",2017,"jecmen",4.8
"2495","slo",2012,"rz in sorzica",3.8
"2496","slo",2018,"koruza",48.8
"2497","slo",2013,"oljna ogrscica in repica",2.5
"2498","slo",2019,"psenica in pira",5.2
"2499","slo",2014,"oves",3.3
"2500","slo",2020,"koruza",10.8
"2501","slo",2015,"buce",0.7
"2502","slo",2010,"trave",7.3
"2503","slo",2016,"trave",7.8
"2504","slo",2011,"travniki in pašniki",5.5
"2505","slo",2017,"grozdje",5.6
"2506","slo",2012,"breskve in nektarine",13.6
"2507","slo",2018,"trave",7.6
"2508","slo",2013,"lucerna",6.1
"2509","slo",2019,"belo zelje",34
"2510","slo",2014,"oljke",0.8
"2511","slo",2020,"trave",7.8
"2512","slo",2015,"detelja",7.1
"2513","slo",2010,"belo zelje",35
"2514","slo",2016,"jabolka",17.7
"2515","slo",2011,"trave",7.1
"2516","slo",2017,"trave",6
"2517","slo",2012,"travniki in pašniki",4.6
"2518","slo",2018,"grozdje",8.1
"2519","slo",2013,"breskve in nektarine",14.2
"2520","slo",2019,"trave",7.6
"2521","slo",2014,"lucerna",8.1
"2522","slo",2020,"belo zelje",36.3
"2523","slo",2015,"oljke",1.5
"2524","slo",2010,"trave",7.5
"2525","slo",2016,"detelja",7.3
"2526","slo",2011,"belo zelje",35.9
"2527","slo",2017,"jabolka",5.8
"2528","slo",2012,"trave",5.6
"2529","slo",2018,"trave",7.7
"2530","slo",2013,"travniki in pašniki",4.2
"2531","slo",2019,"grozdje",6.8
"2532","slo",2014,"breskve in nektarine",11.7
"2533","slo",2020,"trave",8.1
"2534","slo",2015,"lucerna",8
"2535","slo",2010,"grozdje",6.6
"2536","slo",2016,"oljke",1.4
"2537","slo",2011,"trave",7.3
"2538","slo",2017,"detelja",5.8
"2539","slo",2012,"belo zelje",28.4
"2540","slo",2018,"jabolka",37.2
"2541","slo",2013,"trave",5.1
"2542","slo",2019,"trave",7.6
"2543","slo",2014,"travniki in pašniki",5.7
"2544","slo",2020,"grozdje",6.8
"2545","slo",2015,"breskve in nektarine",17.5
"2546","slo",2010,"trave",7.5
"2547","slo",2016,"lucerna",8.3
"2548","slo",2011,"grozdje",7.4
"2549","slo",2017,"oljke",1.4
"2550","slo",2012,"trave",5.9
"2551","slo",2018,"detelja",6.9
"2552","slo",2013,"belo zelje",25.6
"2553","slo",2019,"jabolka",23.9
"2554","slo",2014,"trave",7
"2555","slo",2020,"trave",8.2
"2556","slo",2015,"travniki in pašniki",5.9
"2557","slo",2010,"jabolka",28
"2558","slo",2016,"breskve in nektarine",15.7
"2559","slo",2011,"trave",7.5
"2560","slo",2017,"lucerna",6.7
"2561","slo",2012,"grozdje",5.6
"2562","slo",2018,"oljke",3
"2563","slo",2013,"trave",5.4
"2564","slo",2019,"detelja",6.8
"2565","slo",2014,"belo zelje",32
"2566","slo",2020,"jabolka",30.5
"2567","slo",2015,"trave",7.4
"2568","slo",2010,"detelja",7.4
"2569","slo",2016,"travniki in pašniki",6
"2570","slo",2011,"jabolka",29.7
"2571","slo",2017,"breskve in nektarine",8.7
"2572","slo",2012,"trave",5.6
"2573","slo",2018,"lucerna",8.3
"2574","slo",2013,"grozdje",6.2
"2575","slo",2019,"oljke",1.4
"2576","slo",2014,"trave",7.4
"2577","slo",2020,"detelja",7.2
"2578","slo",2015,"belo zelje",34.4
"2579","slo",2010,"oljke",2.1
"2580","slo",2016,"trave",7.6
"2581","slo",2011,"detelja",7.5
"2582","slo",2017,"travniki in pašniki",4.5
"2583","slo",2012,"jabolka",20.5
"2584","slo",2018,"breskve in nektarine",16.9
"2585","slo",2013,"trave",5.3
"2586","slo",2019,"lucerna",8.2
"2587","slo",2014,"grozdje",5.9
"2588","slo",2020,"oljke",2.2
"2589","slo",2015,"trave",7.7
"2590","slo",2010,"lucerna",8.1
"2591","slo",2016,"belo zelje",35.1
"2592","slo",2011,"oljke",1.9
"2593","slo",2017,"trave",5.8
"2594","slo",2012,"detelja",5.6
"2595","slo",2018,"travniki in pašniki",5.8
"2596","slo",2013,"jabolka",26.3
"2597","slo",2019,"breskve in nektarine",15.1
"2598","slo",2014,"trave",7.6
"2599","slo",2020,"lucerna",8.6
"2600","slo",2015,"grozdje",7.5
"2601","slo",2010,"breskve in nektarine",15.7
"2602","slo",2016,"trave",7.6
"2603","slo",2011,"lucerna",7.7
"2604","slo",2017,"belo zelje",31.9
"2605","slo",2012,"oljke",0.8
"2606","slo",2018,"trave",7.4
"2607","slo",2013,"detelja",5.2
"2608","slo",2019,"travniki in pašniki",5.8
"2609","slo",2014,"jabolka",27.9
"2610","slo",2020,"breskve in nektarine",8.2
"2611","slo",2015,"trave",7.7
"2612","slo",2010,"travniki in pašniki",5.7
"2613","slo",2016,"grozdje",6
"2614","slo",2011,"breskve in nektarine",16.3
"2615","slo",2017,"trave",6.2
"2616","slo",2012,"lucerna",6.4
"2617","slo",2018,"belo zelje",34.8
"2618","slo",2013,"oljke",1.6
"2619","slo",2019,"trave",7.6
"2620","slo",2014,"detelja",7
"2621","slo",2020,"travniki in pašniki",6.1
"2622","slo",2015,"jabolka",34
"2623","za",2013,"oljna ogrscica in repica",2.2
"2624","za",2019,"psenica in pira",2.7
"2625","za",2014,"oves",3.3
"2626","za",2020,"koruza",5.7
"2627","za",2015,"buce",0.7
"2628","za",2010,"psenica in pira",3.9
"2629","za",2016,"tritikala",3.5
"2630","za",2011,"koruza",4.1
"2631","za",2017,"krompir",18.1
"2632","za",2018,"jecmen",2.2
"2633","za",2013,"rz in sorzica",3.1
"2634","za",2019,"koruza",40.6
"2635","za",2020,"psenica in pira",2.6
"2636","za",2015,"oves",2.6
"2637","za",2010,"koruza",38.6
"2638","za",2016,"buce",0.8
"2639","za",2011,"psenica in pira",4.5
"2640","za",2017,"tritikala",3.4
"2641","za",2012,"koruza",3.3
"2642","za",2018,"krompir",18.5
"2643","za",2019,"jecmen",2.3
"2644","za",2020,"koruza",46.2
"2645","za",2010,"jecmen",3.5
"2646","za",2016,"oves",2.5
"2647","za",2011,"koruza",39.7
"2648","za",2017,"buce",0.6
"2649","za",2012,"psenica in pira",3.9
"2650","za",2018,"tritikala",4.2
"2651","za",2013,"koruza",2.8
"2652","za",2019,"krompir",15.9
"2653","za",2020,"jecmen",2.4
"2654","za",2010,"krompir",16.4
"2655","za",2011,"jecmen",3.5
"2656","za",2017,"oves",2.5
"2657","za",2012,"koruza",34.7
"2658","za",2018,"buce",0.8
"2659","za",2013,"psenica in pira",3.7
"2660","za",2019,"tritikala",4.7
"2661","za",2014,"koruza",4.3
"2662","za",2020,"krompir",18.5
"2663","za",2010,"tritikala",3.5
"2664","za",2011,"krompir",18.6
"2665","za",2017,"oljna ogrscica in repica",2.7
"2666","za",2012,"jecmen",3
"2667","za",2018,"oves",2
"2668","za",2013,"koruza",31.1
"2669","za",2019,"buce",0.6
"2670","za",2014,"psenica in pira",4.1
"2671","za",2020,"tritikala",3.5
"2672","za",2015,"koruza",5
"2673","za",2011,"tritikala",3.5
"2674","za",2012,"krompir",17.2
"2675","za",2013,"jecmen",3.1
"2676","za",2019,"oves",2
"2677","za",2014,"koruza",44.6
"2678","za",2020,"buce",0.7
"2679","za",2015,"psenica in pira",4.1
"2680","za",2010,"oves",2.9
"2681","za",2016,"koruza",4.8
"2682","za",2012,"tritikala",3.5
"2683","za",2018,"rz in sorzica",3.4
"2684","za",2013,"krompir",20.7
"2685","za",2014,"jecmen",3.5
"2686","za",2020,"oves",2
"2687","za",2015,"koruza",47.2
"2688","za",2016,"psenica in pira",3.5
"2689","za",2011,"oves",3.2
"2690","za",2017,"koruza",3.9
"2691","za",2013,"tritikala",3.5
"2692","za",2019,"rz in sorzica",3.8
"2693","za",2014,"krompir",18.3
"2694","za",2015,"jecmen",3.3
"2695","za",2016,"koruza",38.1
"2696","za",2017,"psenica in pira",3.4
"2697","za",2012,"oves",3.2
"2698","za",2018,"koruza",4.6
"2699","za",2014,"tritikala",4
"2700","za",2020,"rz in sorzica",4
"2701","za",2015,"krompir",20.7
"2702","za",2016,"jecmen",2.8
"2703","za",2017,"koruza",33.1
"2704","za",2018,"psenica in pira",2.6
"2705","za",2013,"oves",2.6
"2706","za",2019,"koruza",4.7
"2707","za",2015,"tritikala",3.5
"2708","za",2010,"koruza",3.9
"2709","za",2016,"krompir",19.6
"2710","za",2017,"jecmen",2.8
"2711","za",2018,"koruza",41
"2712","za",2019,"trave",4.1
"2713","za",2014,"detelja",5.3
"2714","za",2020,"travniki in pašniki",3.9
"2715","za",2015,"jabolka",26.3
"2716","za",2010,"trave",4.5
"2717","za",2016,"trave",5.9
"2718","za",2011,"travniki in pašniki",4.6
"2719","za",2017,"grozdje",5.5
"2720","za",2012,"breskve in nektarine",13.6
"2721","za",2018,"trave",4.2
"2722","za",2013,"lucerna",4
"2723","za",2019,"belo zelje",15.2
"2724","za",2020,"trave",4.6
"2725","za",2015,"detelja",5.8
"2726","za",2010,"belo zelje",13
"2727","za",2016,"jabolka",30
"2728","za",2011,"trave",4.1
"2729","za",2017,"trave",4.1
"2730","za",2012,"travniki in pašniki",3.7
"2731","za",2018,"grozdje",4.6
"2732","za",2013,"breskve in nektarine",14.5
"2733","za",2019,"trave",4.5
"2734","za",2014,"lucerna",5.2
"2735","za",2020,"belo zelje",15.2
"2736","za",2010,"trave",5.5
"2737","za",2016,"detelja",8
"2738","za",2011,"belo zelje",12.9
"2739","za",2017,"jabolka",5.3
"2740","za",2012,"trave",3.6
"2741","za",2018,"trave",4.4
"2742","za",2013,"travniki in pašniki",3.6
"2743","za",2019,"grozdje",4.2
"2744","za",2014,"breskve in nektarine",11.9
"2745","za",2020,"trave",5.1
"2746","za",2015,"lucerna",6.3
"2747","za",2010,"grozdje",6.1
"2748","za",2011,"trave",4.6
"2749","za",2017,"detelja",4
"2750","za",2012,"belo zelje",12.6
"2751","za",2018,"jabolka",34.2
"2752","za",2013,"trave",3.5
"2753","za",2019,"trave",4.8
"2754","za",2014,"travniki in pašniki",3.9
"2755","za",2020,"grozdje",4.2
"2756","za",2015,"breskve in nektarine",17.7
"2757","za",2010,"trave",5.7
"2758","za",2016,"lucerna",8.6
"2759","za",2011,"grozdje",6.5
"2760","za",2012,"trave",3.7
"2761","za",2018,"detelja",4.4
"2762","za",2013,"belo zelje",13.5
"2763","za",2019,"jabolka",22.6
"2764","za",2014,"trave",4.4
"2765","za",2020,"trave",5.3
"2766","za",2015,"travniki in pašniki",4.2
"2767","za",2010,"jabolka",30
"2768","za",2016,"breskve in nektarine",16.2
"2769","za",2011,"trave",4.7
"2770","za",2017,"lucerna",4.2
"2771","za",2012,"grozdje",4.9
"2772","za",2013,"trave",3.7
"2773","za",2019,"detelja",4.1
"2774","za",2014,"belo zelje",11.7
"2775","za",2020,"jabolka",37.4
"2776","za",2015,"trave",5.7
"2777","za",2010,"detelja",5.1
"2778","za",2016,"travniki in pašniki",4.3
"2779","za",2011,"jabolka",30
"2780","za",2017,"breskve in nektarine",9.2
"2781","za",2012,"trave",4.2
"2782","za",2018,"lucerna",4.5
"2783","za",2013,"grozdje",6.4
"2784","za",2014,"trave",4.7
"2785","za",2020,"detelja",4.9
"2786","za",2015,"belo zelje",15.1
"2787","za",2016,"trave",5
"2788","za",2011,"detelja",5
"2789","za",2017,"travniki in pašniki",3.1
"2790","za",2012,"jabolka",20
"2791","za",2018,"breskve in nektarine",17
"2792","za",2013,"trave",4.2
"2793","za",2019,"lucerna",4.5
"2794","za",2014,"grozdje",6.2
"2795","za",2015,"trave",6.2
"2796","za",2010,"lucerna",8
"2797","za",2016,"belo zelje",13.3
"2798","za",2017,"trave",3.9
"2799","za",2012,"detelja",4.4
"2800","za",2018,"travniki in pašniki",3.5
"2801","za",2013,"jabolka",25.8
"2802","za",2019,"breskve in nektarine",15.4
"2803","za",2014,"trave",5.2
"2804","za",2020,"lucerna",5
"2805","za",2015,"grozdje",5.1
"2806","za",2010,"breskve in nektarine",16.3
"2807","za",2016,"trave",5.1
"2808","za",2011,"lucerna",8.3
"2809","za",2017,"belo zelje",12.7
"2810","za",2018,"trave",3.9
"2811","za",2013,"detelja",5.5
"2812","za",2019,"travniki in pašniki",3.7
"2813","za",2014,"jabolka",30
"2814","za",2020,"breskve in nektarine",7.9
"2815","za",2015,"trave",6.4
"2816","za",2010,"travniki in pašniki",4.5
"2817","za",2016,"grozdje",4.8
"2818","za",2011,"breskve in nektarine",16.5
"2819","za",2017,"trave",3.8
"2820","za",2012,"lucerna",6.5
"2821","za",2018,"belo zelje",12.7
"2822","ng",2010,"jecmen",3.7
"2823","ng",2017,"rz in sorzica",4
"2824","ng",2011,"koruza",8.4
"2825","ng",2020,"psenica in pira",4.4
"2826","ng",2018,"jabolka",30.7
"2827","ng",2012,"koruza",2.5
"2828","ng",2017,"jecmen",3.7
"2829","ng",2018,"oves",3.2
"2830","ng",2012,"jecmen",3.6
"2831","ng",2017,"oljna ogrscica in repica",2.6
"2832","ng",2013,"oljna ogrscica in repica",2.2
"2833","ng",2015,"oves",2.8
"2834","ng",2014,"koruza",37.9
"2835","ng",2010,"psenica in pira",4.3
"2836","ng",2015,"buce",0.7
"2837","ng",2013,"rz in sorzica",3
"2838","ng",2018,"jecmen",4.4
"2839","ng",2011,"belo zelje",18.2
"2840","kp",2015,"jecmen",3.4
"2841","ng",2013,"trave",5.2
"2842","ng",2011,"grozdje",7.3
"2843","ng",2010,"tritikala",4.2
"2844","ng",2014,"trave",7.3
"2845","ng",2013,"travniki in pašniki",4.5
"2846","ng",2018,"oljna ogrscica in repica",2.2
"2847","ng",2011,"jecmen",4.3
"2848","ng",2020,"tritikala",4.4
"2849","ng",2020,"buce",0.7
"2850","ng",2018,"koruza",32.8
"2851","ng",2012,"belo zelje",10
